ID,OTN_ARRAY,STATION_NO,CONSECUTIVE_DEPLOY_NO,INTEND_LAT,INTEND_LONG,OTN_MISSION_ID,DEPLOY_DATE_TIME,DEPLOY_LAT,DEPLOY_LONG,BOTTOM_DEPTH,RISER_LENGTH,INSTRUMENT_DEPTH,CHECK_COMPLETE_TIME,STATUS_IN,INS_MODEL_NUMBER,INS_SERIAL_NUMBER,SYNC_DATE_TIME,MEMORY_ERASED_AT_DEPLOY,RCV_BATTERY_INSTALL_DATE,RCV_EXPECTED_BATTERY_LIFE,RCV_VOLTAGE_AT_DEPLOY,RCV_TILT_AFTER_DEPLOY,AR_MODEL_NUMBER,AR_SERIAL_NUMBER,AR_BATTERY_INSTALL_DATE,AR_EXPECTED_BATTERY_LIFE,AR_VOLTAGE_AT_DEPLOY,AR_TILT_AFTER_DEPLOY,AR_INTERROGATE_CODE,AR_RECEIVE_FREQUENCY,AR_REPLY_FREQUENCY,AR_PING_RATE,AR_ENABLE_CODE_ADDRESS,AR_RELEASE_CODE,AR_DISABLE_CODE,AR_TILT_CODE,DEPLOYED_BY,GLATOS_STATUS,GLATOS_SEASONAL,GLATOS_STUDY
246,DRM,21,,,,,8/17/2010,45.93376,-83.65683,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
247,DRM,22,,,,,8/17/2010,45.9313,-83.65454,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
248,DRM,23,,,,,8/17/2010,45.92976,-83.64763,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
249,DRM,24,,,,,8/17/2010,45.92882,-83.64224,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
250,DRM,25,,,,,8/17/2010,45.92884,-83.63797,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
251,DRM,26,,,,,8/17/2010,45.92899,-83.63328,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
252,DRM,27,,,,,8/17/2010,45.92874,-83.62829,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
253,DRM,28,,,,,8/18/2010,45.93335,-83.66393,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
254,DRM,29,,,,,8/18/2010,45.93129,-83.65955,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
255,DRM,30,,,,,8/18/2010,45.92783,-83.65276,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
256,DRM,31,,,,,8/18/2010,45.93028,-83.66578,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
257,DRM,32,,,,,8/18/2010,45.92874,-83.66133,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
258,DRM,33,,,,,8/18/2010,45.92809,-83.65795,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
259,DRM,34,,,,,8/18/2010,45.92489,-83.65567,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
260,DRM,35,,,,,8/18/2010,45.92622,-83.66004,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
261,DRM,36,,,,,8/18/2010,45.92792,-83.66444,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
262,DRM,37,,,,,8/18/2010,45.93236,-83.67062,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
263,DRM,38,,,,,8/18/2010,45.92814,-83.66845,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
264,DRM,39,,,,,8/18/2010,45.92564,-83.66698,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
265,DRM,40,,,,,8/18/2010,45.92526,-83.66324,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
266,DRM,41,,,,,8/18/2010,45.92329,-83.65959,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
267,DRM,42,,,,,8/18/2010,45.92288,-83.66264,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
268,DRM,43,,,,,8/18/2010,45.92322,-83.66605,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
269,DRM,44,,,,,8/18/2010,45.92569,-83.67124,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
270,DRM,45,,,,,8/18/2010,45.92392,-83.67507,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
271,DRM,46,,,,,8/18/2010,45.92138,-83.67357,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
272,DRM,47,,,,,8/18/2010,45.92172,-83.66977,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
273,DRM,48,,,,,8/18/2010,45.91954,-83.66675,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
274,DRM,49,,,,,8/18/2010,45.91615,-83.66677,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
275,DRM,50,,,,,8/18/2010,45.91769,-83.67379,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
276,DRM,51,,,,,8/18/2010,45.91388,-83.68297,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
277,DRM,52,,,,,8/18/2010,45.91599,-83.68016,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
278,DRM,53,,,,,8/18/2010,45.91754,-83.68451,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
279,DRM,54,,,,,8/18/2010,45.92058,-83.68143,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
280,DRM,55,,,,,8/18/2010,45.92385,-83.6808,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
281,DRM,56,,,,,8/18/2010,45.9274,-83.67949,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
282,DRM,57,,,,,8/18/2010,45.92644,-83.68491,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
283,DRM,58,,,,,8/19/2010,45.92267,-83.68734,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
284,DRM,59,,,,,8/19/2010,45.92107,-83.66048,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
285,DRM,60,,,,,8/19/2010,45.91849,-83.6603,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
286,DRM,61,,,,,8/19/2010,45.92071,-83.65556,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
287,DRM,62,,,,,8/19/2010,45.91771,-83.65581,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
288,DRM,63,,,,,8/19/2010,45.91922,-83.65126,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
289,DRM,64,,,,,8/19/2010,45.9225,-83.6501,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
290,DRM,65,,,,,8/19/2010,45.92578,-83.64845,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
291,DRM,66,,,,,8/19/2010,45.9267,-83.64476,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
292,DRM,67,,,,,8/19/2010,45.9233,-83.64526,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
293,DRM,68,,,,,8/19/2010,45.9206,-83.64355,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
294,DRM,69,,,,,8/19/2010,45.92569,-83.64045,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
295,DRM,70,,,,,8/19/2010,45.92242,-83.64027,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
296,DRM,71,,,,,8/19/2010,45.9189,-83.63814,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
297,DRM,72,,,,,8/19/2010,45.92139,-83.63501,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
298,DRM,73,,,,,8/19/2010,45.92398,-83.63582,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
299,DRM,74,,,,,8/19/2010,45.92642,-83.63629,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
300,DRM,75,,,,,8/19/2010,45.92656,-83.6322,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
301,DRM,76,,,,,8/19/2010,45.92438,-83.63004,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
302,DRM,77,,,,,8/19/2010,45.9221,-83.63001,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
303,DRM,78,,,,,8/19/2010,45.924,-83.62537,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
304,DRM,79,,,,,8/19/2010,45.92701,-83.62577,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
305,DRM,80,,,,,8/19/2010,45.92972,-83.6213,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
306,DRM,81,,,,,8/19/2010,45.92868,-83.61619,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
307,DRM,82,,,,,8/19/2010,45.92595,-83.61989,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
308,DRM,83,,,,,8/19/2010,45.92538,-83.61511,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
309,DRM,84,,,,,8/19/2010,45.92109,-83.6141,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
310,DRM,85,,,,,8/19/2010,45.92215,-83.61868,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
311,DRM,86,,,,,8/19/2010,45.92099,-83.6235,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
312,DRM,87,,,,,8/19/2010,45.9184,-83.62673,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
313,DRM,88,,,,,8/19/2010,45.91844,-83.62169,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
314,DRM,89,,,,,8/19/2010,45.91908,-83.61773,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
315,DRM,90,,,,,8/19/2010,45.9164,-83.61549,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
316,DRM,91,,,,,8/19/2010,45.91309,-83.61714,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
317,DRM,92,,,,,8/19/2010,45.91507,-83.62198,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
318,DRM,93,,,,,8/19/2010,45.91075,-83.62148,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
319,DRM,94,,,,,8/19/2010,45.90829,-83.62065,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
320,DRM,95,,,,,8/19/2010,45.90826,-83.62438,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
321,DRM,96,,,,,8/19/2010,45.9129,-83.62566,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
322,DRM,97,,,,,8/19/2010,45.91033,-83.62859,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
323,DRM,98,,,,,8/19/2010,45.90525,-83.66994,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
324,DRM,99,,,,,8/20/2010,45.94151,-83.65105,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
325,DRM,100,,,,,8/20/2010,45.93623,-83.65905,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
326,DRM,101,,,,,8/20/2010,45.93812,-83.6622,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
327,DRM,102,,,,,8/20/2010,45.93651,-83.66704,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
328,DRM,103,,,,,10/4/2010,45.92679,-83.66614,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
329,DRM,104,,,,,10/4/2010,45.92426,-83.66465,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
330,DRM,105,,,,,10/4/2010,45.92457,-83.66119,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
331,DRM,106,,,,,10/4/2010,45.92568,-83.65815,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
332,DRM,108,,,,,10/4/2010,45.93075,-83.65112,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
333,DRM,109,,,,,8/25/2010,45.92651,-83.71804,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
334,DRM,110,,,,,8/25/2010,45.91921,-83.71837,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
335,DRM,111,,,,,8/25/2010,45.9123,-83.7175,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
336,DRM,112,,,,,8/25/2010,45.90395,-83.71304,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
337,DRM,113,,,,,8/25/2010,45.89453,-83.70346,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
338,DRM,114,,,,,8/25/2010,45.88814,-83.69154,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
339,DRM,115,,,,,8/25/2010,45.88594,-83.6755,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
340,DRM,116,,,,,8/25/2010,45.88512,-83.66078,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
341,DRM,117,,,,,8/25/2010,45.885,-83.64557,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
342,DRM,118,,,,,8/25/2010,45.88592,-83.62921,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
343,DRM,119,,,,,8/25/2010,45.88837,-83.61417,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
344,DRM,120,,,,,8/25/2010,45.89313,-83.60153,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
345,DRM,121,,,,,8/25/2010,45.89962,-83.5924,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
346,DRM,122,,,,,8/25/2010,45.90652,-83.58799,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
347,DRM,123,,,,,8/25/2010,45.91245,-83.58466,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
348,DRM,124,,,,,8/25/2010,45.92819,-83.83811,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
349,DRM,125,,,,,8/25/2010,45.91725,-83.84248,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
350,DRM,126,,,,,8/25/2010,45.90804,-83.831,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
351,DRM,127,,,,,8/25/2010,45.90163,-83.81941,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
352,DRM,128,,,,,10/4/2010,45.92371,-83.76874,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
353,DRM,129,,,,,10/4/2010,45.91479,-83.73607,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
354,DRM,130,,,,,10/6/2010,45.91082,-83.60065,,,,,FALSE,VR2 W,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
355,DTR,1,,,,,8/27/2010,45.97745,-83.8974,,,,,FALSE,VR3 UWM,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
356,DTR,2,,,,,8/27/2010,45.97678,-83.88741,,,,,FALSE,VR3 UWM,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
357,DTR,3,,,,,8/27/2010,45.99793,-83.87854,,,,,FALSE,VR3 UWM,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
358,DTR,4,,,,,8/27/2010,45.99861,-83.8916,,,,,FALSE,VR3 UWM,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
359,FDT,1,,,,,8/24/2010,45.93014,-83.50204,,,,,FALSE,VR3 UWM,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
360,FDT,2,,,,,8/24/2010,45.92377,-83.48483,,,,,FALSE,VR3 UWM,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
361,FDT,3,,,,,8/24/2010,45.93794,-83.46884,,,,,FALSE,VR3 UWM,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
362,FDT,4,,,,,8/24/2010,45.94764,-83.48847,,,,,FALSE,VR3 UWM,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRM
363,MRS,1,,,,,9/1/2010,43.22963,-86.33411,,,,,FALSE,Sonotronics SUR,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,MRS
364,MRS,2,,,,,9/1/2010,43.23178,-86.32678,,,,,FALSE,Sonotronics SUR,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,MRS
365,MRS,3,,,,,5/1/2011,43.35561,-85.92938,,,,,FALSE,Sonotronics SUR,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,MRS
366,MRS,4,,,,,5/1/2011,43.31402,-86.32768,,,,,FALSE,Sonotronics SUR,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,MRS
367,MRS,5,,,,,5/1/2011,43.41223,-85.74175,,,,,FALSE,Sonotronics SUR,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,MRS
368,MRS,6,,,,,5/1/2011,43.42075,-85.73516,,,,,FALSE,Sonotronics SUR,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,MRS
369,MRS,7,,,,,5/1/2011,43.42129,-85.68906,,,,,FALSE,Sonotronics SUR,,,FALSE,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,MRS
